Origin,Dest,Airline,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,TotalDelays
SLC,MFR,Skywest Airlines Inc.,323,298,30,0,786,1437
SLC,MKE,Skywest Airlines Inc.,183,0,0,0,0,183
SLC,MRY,Skywest Airlines Inc.,0,91,0,0,0,91
SLC,MSO,Skywest Airlines Inc.,3035,727,109,28,1206,5105
SLC,MSP,Delta Air Lines Inc.,127,0,31,0,149,307
SLC,MSP,Skywest Airlines Inc.,2826,721,221,0,206,3974
SLC,MSY,Skywest Airlines Inc.,495,320,0,0,202,1017
SLC,MTJ,Skywest Airlines Inc.,1456,664,15,0,121,2256
SLC,OAK,Delta Air Lines Inc.,64,0,12,0,30,106
SLC,OAK,Skywest Airlines Inc.,2812,396,152,10,171,3541
SLC,OAK,Southwest Airlines Co.,1122,330,946,0,5002,7400
SLC,OGG,Delta Air Lines Inc.,680,78,211,0,32,1001
SLC,OKC,Skywest Airlines Inc.,64,20,0,0,35,119
SLC,OMA,Skywest Airlines Inc.,952,529,91,0,132,1704
SLC,ONT,Delta Air Lines Inc.,315,70,65,0,375,825
SLC,ONT,Skywest Airlines Inc.,1632,309,73,0,129,2143
SLC,ORD,American Airlines Inc.,721,27,3814,0,2023,6585
SLC,ORD,Delta Air Lines Inc.,239,156,3472,0,753,4620
SLC,ORD,Skywest Airlines Inc.,295,833,1116,0,0,2244
SLC,ORD,United Air Lines Inc.,1040,702,4384,0,4491,10617
SLC,PDX,Delta Air Lines Inc.,781,24,322,0,1356,2483
SLC,PDX,Skywest Airlines Inc.,2622,534,51,81,603,3891
SLC,PDX,Southwest Airlines Co.,443,219,376,0,3453,4491
SLC,PHL,Delta Air Lines Inc.,597,159,941,0,850,2547
SLC,PHX,Delta Air Lines Inc.,700,260,714,0,945,2619
SLC,PHX,Skywest Airlines Inc.,3592,553,405,84,1150,5784
SLC,PHX,Southwest Airlines Co.,2131,183,1241,0,8949,12504
SLC,PHX,US Airways Inc.,1301,124,889,0,2792,5106
SLC,PIH,Skywest Airlines Inc.,3282,525,31,0,1179,5017
SLC,PIT,Delta Air Lines Inc.,298,159,172,0,76,705
SLC,PIT,Skywest Airlines Inc.,369,0,5,0,0,374
SLC,PSC,Skywest Airlines Inc.,3894,255,51,45,1557,5802
SLC,PSP,Skywest Airlines Inc.,1294,577,66,0,572,2509
SLC,RAP,Skywest Airlines Inc.,748,224,4,0,254,1230
SLC,RDM,Skywest Airlines Inc.,1006,275,73,0,315,1669
SLC,RDU,Delta Air Lines Inc.,249,7,76,0,437,769
SLC,RNO,Delta Air Lines Inc.,559,90,230,0,224,1103
SLC,RNO,Skywest Airlines Inc.,1545,421,31,0,346,2343
SLC,RNO,Southwest Airlines Co.,141,73,230,0,990,1434
SLC,SAN,Delta Air Lines Inc.,928,144,523,0,1075,2670
SLC,SAN,JetBlue Airways,214,0,86,0,478,778
SLC,SAN,Skywest Airlines Inc.,1626,77,93,0,244,2040
SLC,SAN,Southwest Airlines Co.,0,0,26,0,54,80
SLC,SAT,Skywest Airlines Inc.,1728,377,82,42,293,2522
SLC,SBA,Skywest Airlines Inc.,582,440,53,0,268,1343
SLC,SBP,Skywest Airlines Inc.,543,265,92,0,203,1103
SLC,SDF,Skywest Airlines Inc.,103,0,0,0,0,103
SLC,SEA,Delta Air Lines Inc.,1775,119,751,0,1922,4567
SLC,SEA,Skywest Airlines Inc.,3132,874,230,40,856,5132
SLC,SEA,Southwest Airlines Co.,962,162,592,0,2387,4103
SLC,SFO,Delta Air Lines Inc.,188,1,1213,0,635,2037
SLC,SFO,JetBlue Airways,136,0,1619,0,1878,3633
SLC,SFO,Skywest Airlines Inc.,6298,1798,18134,565,4052,30847
SLC,SFO,United Air Lines Inc.,710,34,1743,0,255,2742
SLC,SGU,Skywest Airlines Inc.,3377,1056,166,68,292,4959
SLC,SJC,Delta Air Lines Inc.,556,0,190,0,472,1218
SLC,SJC,Skywest Airlines Inc.,1223,422,15,0,324,1984
SLC,SLE,Skywest Airlines Inc.,1200,310,82,0,231,1823
SLC,SMF,Delta Air Lines Inc.,894,195,216,0,567,1872
SLC,SMF,Skywest Airlines Inc.,1193,551,31,0,387,2162
SLC,SNA,Delta Air Lines Inc.,1885,130,566,0,845,3426
SLC,SNA,Skywest Airlines Inc.,1107,778,23,0,310,2218
SLC,STL,Skywest Airlines Inc.,3007,596,165,101,755,4624
SLC,STL,Southwest Airlines Co.,558,97,298,0,1745,2698
SLC,SUN,Skywest Airlines Inc.,3427,662,96,30,609,4824
SLC,TPA,Delta Air Lines Inc.,251,183,295,0,96,825
SLC,TUL,Skywest Airlines Inc.,725,496,151,0,241,1613
SLC,TUS,Skywest Airlines Inc.,2908,620,23,104,638,4293
SLC,TWF,Skywest Airlines Inc.,3688,1176,104,15,1601,6584
SLC,WYS,Skywest Airlines Inc.,183,23,7,0,0,213
SLC,XNA,Skywest Airlines Inc.,69,0,0,0,0,69
SLC,YKM,Skywest Airlines Inc.,594,53,150,0,212,1009
SLC,YUM,Skywest Airlines Inc.,970,207,4,0,424,1605
SLE,SLC,Skywest Airlines Inc.,857,0,0,0,643,1500
SMF,ACV,Skywest Airlines Inc.,647,51,178,0,1982,2858
SMF,ATL,Delta Air Lines Inc.,1173,0,142,0,918,2233
SMF,BUR,Southwest Airlines Co.,2161,213,222,14,8915,11525
SMF,CLT,US Airways Inc.,298,0,27,0,388,713
SMF,DEN,Frontier Airlines Inc.,504,17,946,0,1342,2809
SMF,DEN,United Air Lines Inc.,2167,77,710,0,5752,8706
SMF,DFW,American Airlines Inc.,2207,231,455,0,3329,6222
SMF,HNL,Hawaiian Airlines Inc.,1825,188,0,0,107,2120
SMF,IAD,United Air Lines Inc.,886,192,193,0,120,1391
SMF,JFK,JetBlue Airways,62,0,172,0,1086,1320
SMF,LAS,Southwest Airlines Co.,1844,636,1916,28,8428,12852
SMF,LAS,US Airways Inc.,734,0,652,20,1408,2814
SMF,LAX,Skywest Airlines Inc.,1188,28,759,0,3701,5676
SMF,LAX,Southwest Airlines Co.,2458,51,1800,17,10055,14381
SMF,LAX,United Air Lines Inc.,20,0,34,0,66,120
SMF,LGB,JetBlue Airways,84,15,55,0,1228,1382
SMF,MCI,Southwest Airlines Co.,130,242,4,0,0,376
SMF,MDW,Southwest Airlines Co.,563,142,345,18,1226,2294
SMF,ONT,Southwest Airlines Co.,2209,9,334,19,12439,15010
SMF,ORD,United Air Lines Inc.,3150,377,4295,0,3630,11452
SMF,PDX,Alaska Airlines Inc.,421,8,160,0,1207,1796
SMF,PDX,Southwest Airlines Co.,1826,0,715,9,8146,10696
SMF,PHL,US Airways Inc.,333,0,167,0,0,500
SMF,PHX,Southwest Airlines Co.,1253,63,322,5,5897,7540
SMF,PHX,US Airways Inc.,1564,85,304,0,2163,4116
SMF,SAN,Southwest Airlines Co.,2937,299,611,39,12106,15992
SMF,SBA,Skywest Airlines Inc.,0,0,0,0,23,23
SMF,SEA,Alaska Airlines Inc.,2071,11,879,0,2660,5621
SMF,SEA,Southwest Airlines Co.,1254,4,710,0,5743,7711
SMF,SFO,Skywest Airlines Inc.,1403,404,7477,0,8127,17411
SMF,SLC,Delta Air Lines Inc.,231,23,66,0,603,923
SMF,SLC,Skywest Airlines Inc.,564,50,154,0,2044,2812
SMF,SNA,Southwest Airlines Co.,1553,257,307,7,4150,6274
SMX,LAX,Skywest Airlines Inc.,2441,50,870,54,2690,6105
SNA,ATL,Delta Air Lines Inc.,534,32,377,0,1234,2177
SNA,AUS,American Airlines Inc.,313,170,94,0,1215,1792
SNA,CVG,Delta Air Lines Inc.,238,0,32,0,501,771
SNA,DEN,Frontier Airlines Inc.,650,36,1211,0,1531,3428
SNA,DEN,United Air Lines Inc.,1478,0,551,0,7122,9151
SNA,DFW,American Airlines Inc.,2690,201,1712,43,10761,15407
SNA,LAS,Southwest Airlines Co.,1008,191,1808,59,4127,7193
SNA,LAS,US Airways Inc.,1385,0,872,11,3804,6072
SNA,LAX,Skywest Airlines Inc.,108,0,231,0,250,589
SNA,OAK,Alaska Airlines Inc.,519,156,290,0,2132,3097
SNA,OAK,Southwest Airlines Co.,1713,84,747,66,8181,10791
SNA,ORD,American Airlines Inc.,3307,0,9798,0,5684,18789
SNA,ORD,United Air Lines Inc.,1578,10,3777,0,3678,9043
SNA,PDX,Alaska Airlines Inc.,1678,52,469,11,2011,4221
SNA,PHX,Southwest Airlines Co.,1032,198,1460,27,5792,8509
SNA,PHX,US Airways Inc.,2132,0,721,134,2089,5076
SNA,SEA,Alaska Airlines Inc.,1954,0,848,26,4587,7415
SNA,SFO,American Eagle Airlines Inc.,573,0,4488,0,2241,7302
SNA,SFO,Skywest Airlines Inc.,1172,134,8674,8,1264,11252
SNA,SFO,United Air Lines Inc.,999,0,3453,0,5018,9470
SNA,SJC,American Airlines Inc.,165,9,168,0,877,1219
SNA,SJC,American Eagle Airlines Inc.,778,188,424,14,4729,6133
SNA,SJC,Southwest Airlines Co.,1384,1,647,2,7479,9513
SNA,SLC,Delta Air Lines Inc.,1991,19,728,0,2038,4776
SNA,SLC,Skywest Airlines Inc.,187,454,0,0,1483,2124
SNA,SMF,Southwest Airlines Co.,1501,149,414,1,5430,7495
SNA,STL,American Airlines Inc.,44,62,78,0,701,885
SPI,ORD,Skywest Airlines Inc.,352,212,4582,0,964,6110
SPS,DFW,American Eagle Airlines Inc.,2048,1699,821,0,5499,10067
SRQ,ATL,Atlantic Southeast Airlines,1376,1116,2240,0,2121,6853
SRQ,ATL,Delta Air Lines Inc.,3421,249,1098,0,2332,7100
SRQ,BOS,Delta Air Lines Inc.,95,0,12,0,179,286
SRQ,DCA,US Airways Inc.,29,0,8,0,32,69
SRQ,JFK,JetBlue Airways,122,0,4087,0,1563,5772
SRQ,LGA,Atlantic Southeast Airlines,47,142,1332,0,235,1756
STL,ABQ,Southwest Airlines Co.,352,43,302,0,1939,2636
STL,ATL,Atlantic Southeast Airlines,3807,1461,1910,0,2892,10070
STL,ATL,Delta Air Lines Inc.,2165,233,1277,0,959,4634
STL,ATL,Skywest Airlines Inc.,0,25,307,0,174,506
STL,AUS,American Airlines Inc.,52,227,144,0,234,657
STL,BHM,Southwest Airlines Co.,946,47,294,0,2274,3561
STL,BNA,American Eagle Airlines Inc.,144,28,104,0,1102,1378
STL,BOS,American Airlines Inc.,560,194,2079,0,1985,4818
STL,BWI,Southwest Airlines Co.,1576,882,1064,25,5428,8975
STL,CLE,Southwest Airlines Co.,1864,586,336,3,2395,5184
STL,CLT,US Airways Inc.,251,9,307,0,1017,1584
STL,CMH,Southwest Airlines Co.,508,201,440,0,1643,2792
STL,DAL,Southwest Airlines Co.,2569,1547,1721,25,10874,16736
STL,DCA,American Airlines Inc.,947,52,926,0,3165,5090
STL,DEN,Frontier Airlines Inc.,446,385,1832,7,1899,4569
STL,DEN,Southwest Airlines Co.,285,53,137,0,603,1078
STL,DEN,United Air Lines Inc.,408,293,750,0,3916,5367
STL,DFW,American Airlines Inc.,3236,1585,3771,0,5493,14085
STL,DTW,Southwest Airlines Co.,976,581,451,0,4399,6407
STL,FLL,American Airlines Inc.,127,0,52,0,0,179
STL,FLL,Southwest Airlines Co.,467,216,311,0,726,1720
STL,HOU,Southwest Airlines Co.,1094,270,1177,4,6588,9133
STL,JFK,American Eagle Airlines Inc.,81,0,629,0,1311,2021
STL,LAS,American Airlines Inc.,95,40,60,0,0,195
STL,LAS,Southwest Airlines Co.,1333,373,1158,4,3507,6375
STL,LAX,American Airlines Inc.,1990,595,1367,0,2807,6759
STL,LAX,Southwest Airlines Co.,476,332,752,0,1157,2717
STL,LGA,American Airlines Inc.,1261,588,9733,0,3467,15049
STL,LIT,Southwest Airlines Co.,476,520,267,9,3940,5212
STL,MCI,Southwest Airlines Co.,1220,729,906,4,8629,11488
STL,MCO,American Airlines Inc.,1319,315,349,0,1000,2983
STL,MCO,Southwest Airlines Co.,1430,210,760,14,2717,5131
STL,MDW,Southwest Airlines Co.,3681,2515,4484,25,11674,22379
STL,MIA,American Airlines Inc.,587,75,431,0,791,1884
STL,MKE,Skywest Airlines Inc.,632,1178,573,0,471,2854
STL,OKC,Southwest Airlines Co.,268,69,357,6,4212,4912
STL,OMA,Southwest Airlines Co.,1122,379,610,17,4830,6958
STL,ORD,American Airlines Inc.,1848,548,19906,0,15083,37385
